STATE,SAEMHI_MOE,SAEMHI_PT,SAEMHI_UB90,SAEPOV0_17_LB90,SAEPOV0_17_MOE,SAEPOV0_17_PT,SAEPOV0_17_UB90,SAEPOV0_4_LB90,SAEPOV0_4_MOE,SAEPOV0_4_PT,SAEPOV0_4_UB90,SAEPOV5_17R_LB90,SAEPOV5_17R_MOE,SAEPOV5_17R_PT,SAEPOV5_17R_UB90,SAEPOVALL_LB90,SAEPOVALL_MOE,SAEPOVALL_PT,SAEPOVALL_UB90,SAEPOVRT0_17_LB90,SAEPOVRT0_17_MOE,SAEPOVRT0_17_PT,SAEPOVRT0_17_UB90,SAEPOVRT0_4_LB90,SAEPOVRT0_4_MOE,SAEPOVRT0_4_PT,SAEPOVRT0_4_UB90,SAEPOVRT5_17R_LB90,SAEPOVRT5_17R_MOE,SAEPOVRT5_17R_PT,SAEPOVRT5_17R_UB90,SAEPOVRTALL_LB90,SAEPOVRTALL_MOE,SAEPOVRTALL_PT,SAEPOVRTALL_UB90,SAEPOVU_0_17,SAEPOVU_0_4,SAEPOVU_5_17R,SAEPOVU_ALL,YEAR
Oregon,518,46536,47054,178153,6358,184511,190869,56093,3185,59278,62463,113929,5483,119412,124895,584161,12488,596649,609137,21.0,0.70,21.7,22.4,24.0,1.40,25.4,26.8,18.6,0.90,19.5,20.4,15.5,0.30,15.8,16.1,851736,233219,612502,3765930,2010
Pennsylvania,421,49245,49666,505091,13688,518779,532467,148894,6471,155365,161836,340693,12172,352865,365037,1623338,21759,1645097,1666856,18.4,0.50,18.9,19.4,20.8,0.90,21.7,22.6,16.9,0.60,17.5,18.1,13.2,0.20,13.4,13.6,2740786,716064,2013666,12298952,2010
Rhode Island,1021,52053,53074,41340,2701,44041,46742,12882,1225,14107,15332,26666,2408,29074,31482,137475,5657,143132,148789,18.7,1.20,19.9,21.1,22.9,2.20,25.1,27.3,16.2,1.50,17.7,19.2,13.5,0.60,14.1,14.7,221322,56283,163975,1012202,2010
South Carolina,415,42117,42532,266962,9675,276637,286312,88252,4456,92708,97164,171758,8528,180286,188814,798358,15581,813939,829520,25.1,0.90,26.0,26.9,29.7,1.50,31.2,32.7,22.5,1.10,23.6,24.7,17.8,0.30,18.1,18.4,1063825,297090,762924,4493882,2010
South Dakota,1005,45861,46866,36262,2474,38736,41210,12604,1189,13793,14982,21637,2142,23779,25921,110248,4550,114798,119348,18.2,1.20,19.4,20.6,21.5,2.00,23.5,25.5,15.6,1.50,17.1,18.6,14.0,0.60,14.6,15.2,199290,58774,138846,788210,2010
Tennessee,393,41461,41854,368554,12037,380591,392628,114736,5833,120569,126402,242837,10404,253241,263645,1082798,19845,1102643,1122488,25.1,0.80,25.9,26.7,28.6,1.50,30.1,31.6,22.9,1.00,23.9,24.9,17.5,0.30,17.8,18.1,1468391,400113,1060973,6195138,2010
Texas,341,48622,48963,1720072,26492,1746564,1773056,533154,14032,547186,561218,1155791,22077,1177868,1199945,4369830,41443,4411273,4452716,25.3,0.40,25.7,26.1,28.1,0.70,28.8,29.5,23.7,0.50,24.2,24.7,17.7,0.20,17.9,18.1,6798102,1901966,4871794,24652964,2010
Utah,590,54740,55330,130952,6455,137407,143862,42491,3311,45802,49113,83469,5598,89067,94665,352107,10582,362689,373271,15.2,0.70,15.9,16.6,16.3,1.30,17.6,18.9,14.0,0.90,14.9,15.8,12.9,0.40,13.3,13.7,861875,260294,599225,2730180,2010
Vermont,1140,49393,50533,18373,1663,20036,21699,5570,712,6282,6994,11254,1508,12762,14270,71172,3548,74720,78268,14.6,1.30,15.9,17.2,17.8,2.30,20.1,22.4,12.0,1.60,13.6,15.2,11.8,0.60,12.4,13.0,126131,31304,93643,600863,2010
Virginia,443,60665,61108,257069,9537,266606,276143,83490,5209,88699,93908,164452,8154,172606,180760,848523,17223,865746,882969,14.1,0.50,14.6,15.1,16.7,1.00,17.7,18.7,12.5,0.60,13.1,13.7,10.9,0.20,11.1,11.3,1828902,501048,1321846,7780621,2010
Washington,526,55584,56110,273947,10046,283993,294039,89869,5171,95040,100211,171359,8470,179829,188299,871019,19232,890251,909483,17.6,0.60,18.2,18.8,20.9,1.20,22.1,23.3,15.3,0.80,16.1,16.9,13.2,0.30,13.5,13.8,1557395,430835,1116511,6615957,2010
West Virginia,806,38241,39047,92408,4275,96683,100958,28891,2015,30906,32921,60033,3706,63739,67445,318847,8612,327459,336071,24.6,1.10,25.7,26.8,28.4,2.00,30.4,32.4,22.0,1.40,23.4,24.8,17.7,0.50,18.2,18.7,376812,101590,272720,1799951,2010
Wisconsin,482,48974,49456,240710,8214,248924,257138,76447,4190,80637,84827,155265,6958,162223,169181,717890,13674,731564,745238,18.4,0.60,19.0,19.6,21.8,1.20,23.0,24.2,16.3,0.70,17.0,17.7,13.0,0.20,13.2,13.4,1310719,350231,954297,5535787,2010
Wyoming,1317,53757,55074,18160,1701,19861,21562,6482,907,7389,8296,10517,1425,11942,13367,59142,3494,62636,66130,13.6,1.30,14.9,16.2,16.3,2.30,18.6,20.9,11.3,1.50,12.8,14.3,10.8,0.60,11.4,12.0,133251,39771,93221,551132,2010
Alabama,533,41427,41960,298317,8993,307310,316303,89925,4259,94184,98443,201714,8010,209724,217734,879174,16943,896117,913060,26.8,0.80,27.6,28.4,30.1,1.40,31.5,32.9,24.8,1.00,25.8,26.8,18.7,0.40,19.1,19.5,1114604,298962,812029,4687327,2011
Alaska,1552,65699,67251,25130,2062,27192,29254,7472,1001,8473,9474,16000,1857,17857,19714,72599,3422,76021,79443,13.6,1.10,14.7,15.8,13.9,1.90,15.8,17.7,12.2,1.40,13.6,15.0,10.3,0.50,10.8,11.3,185264,53606,130935,706859,2011
Arizona,537,46710,47247,420527,14044,434571,448615,125574,6980,132554,139534,282593,12370,294963,307333,1176529,24847,1201376,1226223,26.3,0.90,27.2,28.1,28.3,1.60,29.9,31.5,24.6,1.10,25.7,26.8,18.6,0.40,19.0,19.4,1597593,442654,1147251,6336450,2011
Arkansas,722,38889,39611,187760,6482,194242,200724,59124,3544,62668,66212,122698,5496,128194,133690,538191,11888,550079,561967,26.9,0.90,27.8,28.7,30.8,1.80,32.6,34.4,24.4,1.10,25.5,26.6,18.9,0.40,19.3,19.7,698684,192431,502600,2856679,2011
California,278,57275,57553,2055547,29679,2085226,2114905,601173,13664,614837,628501,1404413,26735,1431148,1457883,6065691,56035,6121726,6177761,22.5,0.30,22.8,23.1,24.2,0.50,24.7,25.2,21.3,0.40,21.7,22.1,16.4,0.20,16.6,16.8,9128102,2486458,6598903,36941941,2011
Colorado,586,55530,56116,206577,8748,215325,224073,66713,4302,71015,75317,131086,7546,138632,146178,654300,14967,669267,684234,17.0,0.70,17.7,18.4,19.8,1.30,21.1,22.4,15.0,0.90,15.9,16.8,13.1,0.30,13.4,13.7,1214671,336397,871893,5002119,2011
Connecticut,801,65822,66623,109366,6333,115699,122032,30910,2856,33766,36622,74061,5741,79802,85543,361432,11852,373284,385136,13.8,0.80,14.6,15.4,15.9,1.50,17.4,18.9,12.3,1.00,13.3,14.3,10.5,0.30,10.8,11.1,794345,194513,597790,3471805,2011
Delaware,1300,58159,59459,35584,2357,37941,40298,10791,1184,11975,13159,22751,2079,24830,26909,106446,4730,111176,115906,17.6,1.20,18.8,20.0,19.7,2.20,21.9,24.1,15.7,1.40,17.1,18.5,12.1,0.50,12.6,13.1,201546,54565,145440,882353,2011
Florida,400,44250,44650,964099,21516,985615,1007131,287545,11656,299201,310857,653062,17691,670753,688444,3138992,39163,3178155,3217318,24.6,0.50,25.1,25.6,27.2,1.10,28.3,29.4,22.9,0.60,23.5,24.1,16.8,0.20,17.0,17.2,3932909,1057900,2859492,18652058,2011
Georgia,448,45886,46334,635149,16850,651999,668849,194063,8900,202963,211863,426024,14337,440361,454698,1806754,29961,1836715,1866676,25.9,0.70,26.6,27.3,29.0,1.30,30.3,31.6,24.0,0.80,24.8,25.6,18.9,0.30,19.2,19.5,2454435,670712,1775243,9550252,2011
Hawaii,969,62071,63040,46733,3439,50172,53611,13295,1909,15204,17113,30731,2922,33653,36575,154618,6988,161606,168594,15.7,1.10,16.8,17.9,15.3,2.20,17.5,19.7,14.5,1.40,15.9,17.3,11.6,0.50,12.1,12.6,299285,86708,211461,1338541,2011
Idaho,1132,43345,44477,84616,4391,89007,93398,27053,2298,29351,31649,53399,3843,57242,61085,248124,8133,256257,264390,20.2,1.10,21.3,22.4,23.4,2.00,25.4,27.4,17.9,1.30,19.2,20.5,16.0,0.50,16.5,17.0,416976,115727,298517,1550079,2011
Illinois,498,53271,53769,636157,15273,651430,666703,191172,7447,198619,206066,430016,13257,443273,456530,1845497,25987,1871484,1897471,20.8,0.50,21.3,21.8,23.6,0.90,24.5,25.4,19.3,0.60,19.9,20.5,14.7,0.20,14.9,15.1,3055200,812299,2231514,12566914,2011
Indiana,446,46410,46856,341921,11589,353510,365099,105328,5692,111020,116712,223596,9911,233507,243418,983059,17994,1001053,1019047,21.9,0.70,22.6,23.3,25.1,1.40,26.5,27.9,19.7,0.90,20.6,21.5,15.5,0.30,15.8,16.1,1565769,419711,1135183,6318952,2011
Iowa,663,49545,50208,115876,5374,121250,126624,36602,2596,39198,41794,74168,4795,78963,83758,367232,9068,376300,385368,16.3,0.80,17.1,17.9,18.7,1.30,20.0,21.3,14.5,0.90,15.4,16.3,12.4,0.30,12.7,13.0,710854,195692,512079,2963596,2011
Kansas,717,48844,49561,128023,5455,133478,138933,44420,3307,47727,51034,77941,4370,82311,86681,373991,9868,383859,393727,18.0,0.80,18.8,19.6,22.3,1.70,24.0,25.7,15.3,0.90,16.2,17.1,13.4,0.40,13.8,14.2,710722,199241,507925,2786839,2011
Kentucky,454,41141,41595,263587,8528,272115,280643,82189,4592,86781,91373,172495,7352,179847,187199,794106,15658,809764,825422,26.3,0.90,27.2,28.1,29.8,1.70,31.5,33.2,24.0,1.00,25.0,26.0,18.7,0.40,19.1,19.5,999754,275386,718042,4238365,2011
Louisiana,514,41804,42318,309922,8024,317946,325970,96516,3907,100423,104330,206892,7157,214049,221206,894522,15744,910266,926010,28.1,0.70,28.8,29.5,31.0,1.30,32.3,33.6,26.3,0.90,27.2,28.1,20.1,0.40,20.5,20.9,1102175,310487,787849,4445402,2011
Maine,755,46160,46915,47921,2658,50579,53237,14438,1410,15848,17258,30527,2322,32849,35171,177833,5890,183723,189613,18.3,1.00,19.3,20.3,22.0,2.20,24.2,26.4,15.7,1.20,16.9,18.1,13.7,0.50,14.2,14.7,261620,65536,194120,1291684,2011
Maryland,760,70075,70835,175429,8809,184238,193047,52791,4339,57130,61469,114406,7665,122071,129736,566339,14905,581244,596149,13.2,0.70,13.9,14.6,14.8,1.20,16.0,17.2,11.9,0.80,12.7,13.5,9.9,0.30,10.2,10.5,1323204,356656,961740,5685396,2011
Massachusetts,841,63126,63967,204227,8760,212987,221747,59085,4216,63301,67517,136622,7825,144447,152272,724241,16271,740512,756783,14.7,0.60,15.3,15.9,16.3,1.20,17.5,18.7,13.3,0.80,14.1,14.9,11.3,0.30,11.6,11.9,1390500,360751,1024410,6367148,2011
Michigan,328,45931,46259,543265,13422,556687,570109,165038,5742,170780,176522,362401,11992,374393,386385,1667162,20462,1687624,1708086,24.0,0.60,24.6,25.2,28.9,1.00,29.9,30.9,21.7,0.70,22.4,23.1,17.3,0.20,17.5,17.7,2258645,571600,1674451,9656227,2011
Minnesota,477,56944,57421,184615,7541,192156,199697,59041,4139,63180,67319,117158,6241,123399,129640,603742,13443,617185,630628,14.7,0.60,15.3,15.9,17.0,1.20,18.2,19.4,12.9,0.70,13.6,14.3,11.5,0.30,11.8,12.1,1259015,346256,906742,5222572,2011
Mississippi,564,36963,37527,232199,6960,239159,246119,71275,3668,74943,78611,155039,6047,161086,167133,644769,13463,658232,671695,31.5,0.90,32.4,33.3,34.7,1.80,36.5,38.3,29.3,1.10,30.4,31.5,22.3,0.50,22.8,23.3,738431,205355,529478,2884231,2011
Missouri,513,45231,45744,298535,9855,308390,318245,94455,4923,99378,104301,192612,8619,201231,209850,906489,15614,922103,937717,21.6,0.70,22.3,23.0,25.1,1.30,26.4,27.7,19.2,0.90,20.1,21.0,15.5,0.30,15.8,16.1,1384526,376728,999034,5831548,2011
Montana,970,44011,44981,43286,2359,45645,48004,13437,1267,14704,15971,27502,2026,29528,31554,142865,5318,148183,153501,19.8,1.10,20.9,22.0,22.0,2.10,24.1,26.2,17.7,1.30,19.0,20.3,14.7,0.50,15.2,15.7,218012,60955,155470,974049,2011
Nebraska,655,50281,50936,75238,4074,79312,83386,25490,2164,27654,29818,45616,3466,49082,52548,223029,6974,230003,236977,16.7,0.90,17.6,18.5,19.9,1.70,21.6,23.3,14.3,1.10,15.4,16.5,12.5,0.40,12.9,13.3,451108,128284,319651,1789287,2011
Nevada,928,49099,50027,138452,6698,145150,151848,41073,3603,44676,48279,90970,5836,96806,102642,410176,13019,423195,436214,21.2,1.00,22.2,23.2,22.4,2.00,24.4,26.4,19.5,1.30,20.8,22.1,15.3,0.50,15.8,16.3,653988,183397,466204,2684533,2011
New Hampshire,1198,62436,63634,30821,2811,33632,36443,8901,1395,10296,11691,19671,2507,22178,24685,109339,5567,114906,120473,11.2,1.00,12.2,13.2,13.4,2.10,15.5,17.6,9.4,1.20,10.6,11.8,8.6,0.40,9.0,9.4,276706,66625,209020,1279113,2011
New Jersey,689,67574,68263,283981,11320,295301,306621,89491,5451,94942,100393,186183,9989,196172,206161,879759,18157,897916,916073,14.0,0.60,14.6,15.2,17.0,1.00,18.0,19.0,12.5,0.70,13.2,13.9,10.2,0.20,10.4,10.6,2021496,526548,1490949,8646604,2011
New Mexico,757,42097,42854,145435,5549,150984,156533,45588,3024,48612,51636,95994,4783,100777,105560,416881,10459,427340,437799,28.3,1.10,29.4,30.5,31.9,2.10,34.0,36.1,26.0,1.30,27.3,28.6,20.4,0.50,20.9,21.4,513660,143159,369384,2042517,2011
New York,393,55147,55540,943495,17461,960956,978417,276658,9367,286025,295392,643729,14642,658371,673013,3011369,32092,3043461,3075553,22.4,0.40,22.8,23.2,24.3,0.80,25.1,25.9,21.0,0.50,21.5,22.0,15.9,0.20,16.1,16.3,4219908,1137661,3064631,18953964,2011
North Carolina,506,44028,44534,558649,15030,573679,588709,177184,7731,184915,192646,367897,13014,380911,393925,1648911,24716,1673627,1698343,24.7,0.70,25.4,26.1,28.6,1.20,29.8,31.0,22.5,0.80,23.3,24.1,17.5,0.30,17.8,18.1,2261567,620521,1633048,9406123,2011
North Dakota,1103,52135,53238,20407,1627,22034,23661,7354,1032,8386,9418,11528,1238,12766,14004,75674,3450,79124,82574,13.7,1.10,14.8,15.9,16.7,2.30,19.0,21.3,11.1,1.20,12.3,13.5,11.5,0.50,12.0,12.5,148819,44076,103626,660484,2011
Ohio,316,45803,46119,618946,15288,634234,649522,197444,7688,205132,212820,404352,12813,417165,429978,1811265,24833,1836098,1860931,23.3,0.60,23.9,24.5,28.3,1.10,29.4,30.5,20.8,0.70,21.5,22.2,16.1,0.20,16.3,16.5,2649293,698073,1937723,11234064,2011
Oklahoma,585,43232,43817,212652,7201,219853,227054,68765,3792,72557,76349,135488,6236,141724,147960,623553,12530,636083,648613,23.1,0.80,23.9,24.7,26.4,1.50,27.9,29.4,20.6,1.00,21.6,22.6,17.0,0.30,17.3,17.6,921039,260064,654957,3678912,2011
Oregon,676,46876,47552,189801,7545,197346,204891,56947,4184,61131,65315,124665,6333,130998,137331,640576,14669,655245,669914,22.5,0.90,23.4,24.3,24.9,1.80,26.7,28.5,20.5,1.00,21.5,22.5,16.9,0.40,17.3,17.7,844537,228882,610250,3794233,2011
Pennsylvania,289,50221,50510,512342,14518,526860,541378,156773,6713,163486,170199,339815,12916,352731,365647,1665063,24940,1690003,1714943,18.9,0.50,19.4,19.9,22.1,0.90,23.0,23.9,17.1,0.60,17.7,18.3,13.5,0.20,13.7,13.9,2719196,710909,1996617,12328587,2011
Rhode Island,1349,53152,54501,44086,2483,46569,49052,13376,1443,14819,16262,28855,2089,30944,33033,142716,5363,148079,153442,20.4,1.10,21.5,22.6,24.3,2.60,26.9,29.5,18.0,1.30,19.3,20.6,14.2,0.50,14.7,15.2,216523,55072,160669,1009929,2011
South Carolina,544,42477,43021,283723,9112,292835,301947,89932,4877,94809,99686,186688,7800,194488,202288,836781,16218,852999,869217,26.6,0.90,27.5,28.4,30.2,1.60,31.8,33.4,24.4,1.00,25.4,26.4,18.4,0.40,18.8,19.2,1065797,297865,764640,4538319,2011
South Dakota,1293,48188,49481,35964,2212,38176,40388,12766,1355,14121,15476,21359,1756,23115,24871,108144,4114,112258,116372,18.1,1.10,19.2,20.3,22.0,2.30,24.3,26.6,15.3,1.30,16.6,17.9,13.6,0.50,14.1,14.6,198363,58056,139454,794847,2011
Tennessee,415,41691,42106,378886,10922,389808,400730,117441,5984,123425,129409,250873,9351,260224,269575,1127811,20350,1148161,1168511,25.8,0.70,26.5,27.2,29.5,1.50,31.0,32.5,23.5,0.90,24.4,25.3,18.1,0.30,18.4,18.7,1470670,398248,1066168,6246368,2011
Texas,386,49390,49776,1795380,29627,1825007,1854634,563435,14488,577923,592411,1201313,25988,1227301,1253289,4580002,47602,4627604,4675206,26.2,0.40,26.6,27.0,29.2,0.80,30.0,30.8,24.4,0.50,24.9,25.4,18.3,0.20,18.5,18.7,6872694,1927257,4923532,25071118,2011
Utah,757,55802,56559,133410,7362,140772,148134,43496,3520,47016,50536,83885,6500,90385,96885,364961,12435,377396,389831,15.4,0.80,16.2,17.0,16.8,1.40,18.2,19.6,13.8,1.10,14.9,16.0,13.2,0.40,13.6,14.0,869345,258498,607474,2771350,2011
Vermont,1209,52033,53242,17893,1474,19367,20841,5734,768,6502,7270,10618,1296,11914,13210,68401,2977,71378,74355,14.6,1.20,15.8,17.0,18.8,2.50,21.3,23.8,11.6,1.40,13.0,14.4,11.4,0.50,11.9,12.4,122885,30456,91446,601231,2011
Virginia,494,61877,62371,273934,10627,284561,295188,83378,5433,88811,94244,179895,9187,189082,198269,894233,18546,912779,931325,15.0,0.60,15.6,16.2,16.6,1.10,17.7,18.8,13.6,0.70,14.3,15.0,11.4,0.20,11.6,11.8,1829365,500801,1322033,7854277,2011
Washington,551,56811,57362,276673,10036,286709,296745,84749,5879,90628,96507,178797,7984,186781,194765,912604,19001,931605,950606,17.9,0.60,18.5,19.1,19.7,1.40,21.1,22.5,16.2,0.70,16.9,17.6,13.6,0.30,13.9,14.2,1547554,430197,1107359,6687040,2011
West Virginia,817,38587,39404,94329,3941,98270,102211,28304,2169,30473,32642,62175,3322,65497,68819,327556,9102,336658,345760,25.1,1.00,26.1,27.1,28.1,2.10,30.2,32.3,22.8,1.20,24.0,25.2,18.2,0.50,18.7,19.2,376309,100922,272547,1802688,2011
Wisconsin,420,50401,50821,229732,8688,238420,247108,71849,4290,76139,80429,148657,7516,156173,163689,712464,15635,728099,743734,17.7,0.70,18.4,19.1,20.9,1.20,22.1,23.3,15.7,0.80,16.5,17.3,12.8,0.30,13.1,13.4,1298358,345272,946642,5554320,2011
Wyoming,1448,56044,57492,18953,1549,20502,22051,6496,913,7409,8322,11134,1271,12405,13676,59474,3327,62801,66128,14.3,1.20,15.5,16.7,16.7,2.40,19.1,21.5,12.0,1.40,13.4,14.8,10.7,0.60,11.3,11.9,132277,38799,92809,554317,2011
Alabama,467,41610,42077,298963,7488,306451,313939,90649,3974,94623,98597,202516,6295,208811,215106,880205,16310,896515,912825,26.9,0.70,27.6,28.3,30.3,1.30,31.6,32.9,25.0,0.80,25.8,26.6,18.7,0.30,19.0,19.3,1111278,299413,808562,4706967,2012
Alaska,1490,66503,67993,26359,1766,28125,29891,8887,905,9792,10697,15915,1494,17409,18903,74043,3451,77494,80945,14.3,1.00,15.3,16.3,16.5,1.70,18.2,19.9,12.3,1.20,13.5,14.7,10.3,0.50,10.8,11.3,184137,53810,129377,715616,2012
Arizona,583,47796,48379,418981,11397,430378,441775,124662,5909,130571,136480,282134,9752,291886,301638,1177400,18531,1195931,1214462,26.3,0.70,27.0,27.7,29.1,1.40,30.5,31.9,24.5,0.80,25.3,26.1,18.4,0.30,18.7,19.0,1592569,428510,1155367,6401276,2012
Arkansas,485,40151,40636,190326,6138,196464,202602,56503,2979,59482,62461,128213,5294,133507,138801,549034,11894,560928,572822,27.2,0.90,28.1,29.0,29.8,1.60,31.4,33.0,25.4,1.00,26.4,27.4,19.2,0.40,19.6,20.0,698828,189313,505053,2865097,2012
California,350,58322,58672,2135262,29327,2164589,2193916,612806,13100,625906,639006,1474007,25761,1499768,1525529,6274914,48519,6323433,6371952,23.5,0.30,23.8,24.1,24.6,0.50,25.1,25.6,22.4,0.40,22.8,23.2,16.9,0.10,17.0,17.1,9103796,2490209,6571820,37303312,2012
Colorado,575,56880,57455,211406,8727,220133,228860,61511,4285,65796,70081,140781,7763,148544,156307,674161,14554,688715,703269,17.4,0.70,18.1,18.8,18.5,1.30,19.8,21.1,16.1,0.90,17.0,17.9,13.3,0.30,13.6,13.9,1213069,331900,875004,5069069,2012
Connecticut,812,67275,68087,108840,5773,114613,120386,29809,2692,32501,35193,74293,5022,79315,84337,359310,11227,370537,381764,13.9,0.70,14.6,15.3,15.7,1.40,17.1,18.5,12.6,0.80,13.4,14.2,10.3,0.30,10.6,10.9,785922,190208,592944,3484176,2012
Delaware,1301,58326,59627,36164,2298,38462,40760,11505,1066,12571,13637,23157,2012,25169,27181,108283,5033,113316,118349,18.0,1.10,19.1,20.2,21.1,1.90,23.0,24.9,15.9,1.40,17.3,18.7,12.1,0.60,12.7,13.3,201061,54698,145576,890737,2012
Florida,342,45006,45348,989296,21800,1011096,1032896,291986,8451,300437,308888,673522,19762,693284,713046,3212223,36053,3248276,3284329,25.0,0.60,25.6,26.2,27.7,0.80,28.5,29.3,23.4,0.70,24.1,24.8,17.0,0.20,17.2,17.4,3944810,1052557,2873933,18912451,2012
Georgia,375,47125,47500,655922,16227,672149,688376,199216,8100,207316,215416,443269,14070,457339,471409,1826052,26407,1852459,1878866,26.6,0.70,27.3,28.0,30.0,1.20,31.2,32.4,24.8,0.80,25.6,26.4,18.9,0.30,19.2,19.5,2460958,664623,1789034,9652654,2012
Hawaii,1403,66086,67489,48450,3107,51557,54664,14543,1545,16088,17633,31241,2669,33910,36579,153828,6160,159988,166148,16.2,1.00,17.2,18.2,16.4,1.80,18.2,20.0,14.9,1.30,16.2,17.5,11.3,0.50,11.8,12.3,299357,88165,209093,1356821,2012
Idaho,861,45296,46157,85260,4412,89672,94084,26880,1903,28783,30686,55230,3928,59158,63086,242232,7971,250203,258174,20.3,1.00,21.3,22.3,23.5,1.70,25.2,26.9,18.1,1.30,19.4,20.7,15.5,0.50,16.0,16.5,420753,114062,304826,1565489,2012
Illinois,401,55126,55527,606995,14977,621972,636949,180107,6071,186178,192249,412185,13548,425733,439281,1823585,23786,1847371,1871157,20.1,0.50,20.6,21.1,22.5,0.80,23.3,24.1,18.7,0.60,19.3,19.9,14.5,0.20,14.7,14.9,3019220,800678,2207600,12573692,2012
Indiana,414,46954,47368,335861,9374,345235,354609,104930,5182,110112,115294,220554,7468,228022,235490,969517,15431,984948,1000379,21.5,0.60,22.1,22.7,25.2,1.20,26.4,27.6,19.3,0.70,20.0,20.7,15.3,0.20,15.5,15.7,1564255,416596,1139828,6342403,2012
Iowa,424,50997,51421,108686,5419,114105,119524,35450,2506,37956,40462,68587,4752,73339,78091,367628,9482,377110,386592,15.3,0.80,16.1,16.9,18.4,1.30,19.7,21.0,13.4,0.90,14.3,15.2,12.4,0.30,12.7,13.0,710390,193065,514519,2974222,2012
Kansas,508,50140,50648,130015,5246,135261,140507,42128,2351,44479,46830,82882,4712,87594,92306,383225,8870,392095,400965,18.3,0.70,19.0,19.7,21.1,1.20,22.3,23.5,16.3,0.90,17.2,18.1,13.7,0.30,14.0,14.3,711813,199388,508674,2802171,2012
Kentucky,413,41717,42130,255986,7758,263744,271502,79340,3717,83057,86774,169899,6704,176603,183307,805992,15075,821067,836142,25.7,0.80,26.5,27.3,29.1,1.40,30.5,31.9,23.7,0.90,24.6,25.5,18.9,0.40,19.3,19.7,994720,272272,718292,4247112,2012
Louisiana,652,42998,43650,305973,9212,315185,324397,92654,4433,97087,101520,206688,8007,214695,222702,884176,16219,900395,916614,27.8,0.80,28.6,29.4,30.1,1.40,31.5,32.9,26.2,1.00,27.2,28.2,19.7,0.40,20.1,20.5,1100672,308524,788482,4471146,2012
Maine,835,46856,47691,48607,2779,51386,54165,14583,1319,15902,17221,31498,2445,33943,36388,180261,6223,186484,192707,18.7,1.10,19.8,20.9,22.5,2.00,24.5,26.5,16.3,1.30,17.6,18.9,13.9,0.50,14.4,14.9,259078,64988,192385,1293457,2012
Maryland,563,71169,71732,179663,7737,187400,195137,54742,4002,58744,62746,116910,6590,123500,130090,582396,15309,597705,613014,13.5,0.60,14.1,14.7,15.3,1.10,16.4,17.5,12.1,0.70,12.8,13.5,10.1,0.30,10.4,10.7,1326087,358312,961993,5744439,2012
Massachusetts,621,65378,65999,206023,7588,213611,221199,59056,3772,62828,66600,137783,6523,144306,150829,747896,15075,762971,778046,14.9,0.50,15.4,15.9,16.4,1.10,17.5,18.6,13.6,0.60,14.2,14.8,11.7,0.20,11.9,12.1,1384098,358647,1018534,6414760,2012
Michigan,328,46793,47121,537317,11814,549131,560945,156092,5769,161861,167630,365861,10143,376004,386147,1655746,22030,1677776,1699806,24.2,0.50,24.7,25.2,27.8,1.00,28.8,29.8,22.1,0.60,22.7,23.3,17.2,0.20,17.4,17.6,2227643,561314,1653975,9663758,2012
Minnesota,642,58828,59470,176905,6690,183595,190285,55336,3145,58481,61626,113252,5788,119040,124828,584948,12567,597515,610082,14.1,0.50,14.6,15.1,16.1,0.90,17.0,17.9,12.5,0.60,13.1,13.7,11.2,0.20,11.4,11.6,1259444,343599,909394,5257461,2012
Mississippi,567,37179,37746,241062,7998,249060,257058,72190,3484,75674,79158,164008,7175,171183,178358,675487,13629,689116,702745,32.8,1.10,33.9,35.0,36.1,1.70,37.8,39.5,30.8,1.30,32.1,33.4,23.3,0.50,23.8,24.3,734559,199988,532938,2890915,2012
Missouri,411,45320,45731,301946,8436,310382,318818,94270,4177,98447,102624,197856,7317,205173,212490,928975,16460,945435,961895,22.0,0.60,22.6,23.2,25.6,1.10,26.7,27.8,19.9,0.70,20.6,21.3,15.9,0.30,16.2,16.5,1371363,368552,995317,5838007,2012
Montana,982,45030,46012,43663,2260,45923,48183,13556,1065,14621,15686,28091,1961,30052,32013,148141,4964,153105,158069,20.1,1.00,21.1,22.1,22.8,1.80,24.6,26.4,17.9,1.30,19.2,20.5,15.1,0.50,15.6,16.1,217171,59330,156253,980556,2012
Nebraska,559,50766,51325,74931,3875,78806,82681,23720,1934,25654,27588,47880,3309,51189,54498,223087,7288,230375,237663,16.5,0.90,17.4,18.3,18.3,1.50,19.8,21.3,14.9,1.00,15.9,16.9,12.4,0.40,12.8,13.2,453303,129503,321738,1800892,2012
Nevada,778,49909,50687,146579,6085,152664,158749,44892,2974,47866,50840,96355,5229,101584,106813,429406,11967,441373,453340,22.5,0.90,23.4,24.3,24.9,1.70,26.6,28.3,20.6,1.10,21.7,22.8,15.8,0.40,16.2,16.6,652369,179758,468899,2718582,2012
New Hampshire,1276,63157,64433,33736,3101,36837,39938,9227,1277,10504,11781,22126,2785,24911,27696,117494,6279,123773,130052,12.5,1.10,13.6,14.7,14.3,2.00,16.3,18.3,10.8,1.40,12.2,13.6,9.2,0.50,9.7,10.2,269959,64455,203708,1280031,2012
