STATE,SAEMHI_MOE,SAEMHI_PT,SAEMHI_UB90,SAEPOV0_17_LB90,SAEPOV0_17_MOE,SAEPOV0_17_PT,SAEPOV0_17_UB90,SAEPOV0_4_LB90,SAEPOV0_4_MOE,SAEPOV0_4_PT,SAEPOV0_4_UB90,SAEPOV5_17R_LB90,SAEPOV5_17R_MOE,SAEPOV5_17R_PT,SAEPOV5_17R_UB90,SAEPOVALL_LB90,SAEPOVALL_MOE,SAEPOVALL_PT,SAEPOVALL_UB90,SAEPOVRT0_17_LB90,SAEPOVRT0_17_MOE,SAEPOVRT0_17_PT,SAEPOVRT0_17_UB90,SAEPOVRT0_4_LB90,SAEPOVRT0_4_MOE,SAEPOVRT0_4_PT,SAEPOVRT0_4_UB90,SAEPOVRT5_17R_LB90,SAEPOVRT5_17R_MOE,SAEPOVRT5_17R_PT,SAEPOVRT5_17R_UB90,SAEPOVRTALL_LB90,SAEPOVRTALL_MOE,SAEPOVRTALL_PT,SAEPOVRTALL_UB90,SAEPOVU_0_17,SAEPOVU_0_4,SAEPOVU_5_17R,SAEPOVU_ALL,YEAR
New Mexico,794,46844,47638,128423,6123,134546,140669,36561,3172,39733,42905,87819,5223,93042,98265,380077,10384,390461,400845,26.5,1.30,27.8,29.1,28.9,2.50,31.4,33.9,24.7,1.50,26.2,27.7,18.6,0.50,19.1,19.6,483661,126565,355510,2039432,2016
New York,619,62700,63319,837330,16439,853769,870208,244220,8007,252227,260234,571575,14125,585700,599825,2812221,31733,2843954,2875687,20.4,0.40,20.8,21.2,21.6,0.70,22.3,23.0,19.3,0.50,19.8,20.3,14.6,0.20,14.8,15.0,4102600,1128769,2956678,19230203,2016
North Carolina,290,50595,50885,476734,14041,490775,504816,136635,7268,143903,151171,324288,11864,336152,348016,1498821,24213,1523034,1547247,21.1,0.60,21.7,22.3,23.1,1.20,24.3,25.5,19.6,0.70,20.3,21.0,15.2,0.20,15.4,15.6,2261651,593130,1656620,9885985,2016
North Dakota,1400,61898,63298,18466,2052,20518,22570,6279,1142,7421,8563,10587,1702,12289,13991,72578,4373,76951,81324,10.7,1.20,11.9,13.1,11.6,2.10,13.7,15.8,9.0,1.50,10.5,12.0,9.9,0.60,10.5,11.1,172359,54208,117194,731713,2016
Ohio,274,52357,52631,506894,14836,521730,536566,153884,6949,160833,167782,335691,13022,348713,361735,1614177,25459,1639636,1665095,19.8,0.60,20.4,21.0,22.7,1.00,23.7,24.7,18.0,0.70,18.7,19.4,14.3,0.20,14.5,14.7,2560276,679609,1867452,11287358,2016
Oklahoma,610,49204,49814,205486,7214,212700,219914,61316,3337,64653,67990,137398,6217,143615,149832,603867,11183,615050,626233,21.7,0.80,22.5,23.3,23.6,1.30,24.9,26.2,20.2,0.90,21.1,22.0,15.8,0.30,16.1,16.4,945065,259976,680086,3809426,2016
Oregon,819,57379,58198,139298,7311,146609,153920,38670,3787,42457,46244,90871,6225,97096,103321,524488,13681,538169,551850,16.3,0.90,17.2,18.1,16.8,1.70,18.5,20.2,14.8,1.00,15.8,16.8,13.1,0.30,13.4,13.7,851851,228952,615051,4016515,2016
Pennsylvania,357,56897,57254,468656,13642,482298,495940,132852,6589,139441,146030,318035,11924,329959,341883,1565866,23718,1589584,1613302,17.9,0.50,18.4,18.9,19.2,0.90,20.1,21.0,16.6,0.60,17.2,17.8,12.7,0.20,12.9,13.1,2625498,695465,1916743,12368248,2016
Rhode Island,1389,60046,61435,35950,2732,38682,41414,10342,1366,11708,13074,23318,2369,25687,28056,128893,5790,134683,140473,17.4,1.30,18.7,20.0,19.2,2.50,21.7,24.2,15.4,1.60,17.0,18.6,12.7,0.60,13.3,13.9,206348,53839,150858,1015893,2016
South Carolina,590,49587,50177,239722,9386,249108,258494,68494,4294,72788,77082,163864,8408,172272,180680,723077,16497,739574,756071,22.1,0.90,23.0,23.9,23.9,1.50,25.4,26.9,20.7,1.10,21.8,22.9,15.0,0.30,15.3,15.6,1080758,286358,790003,4820435,2016
South Dakota,1178,54926,56104,32428,2362,34790,37152,10144,1113,11257,12370,20577,2024,22601,24625,103265,4688,107953,112641,15.5,1.10,16.6,17.7,16.8,1.90,18.7,20.6,13.8,1.40,15.2,16.6,12.3,0.60,12.9,13.5,209599,60138,148494,837301,2016
Tennessee,656,48506,49162,323088,10811,333899,344710,96738,5389,102127,107516,217573,9260,226833,236093,1005630,18195,1023825,1042020,21.9,0.70,22.6,23.3,24.4,1.40,25.8,27.2,20.2,0.90,21.1,22.0,15.5,0.30,15.8,16.1,1475046,395497,1074319,6489044,2016
Texas,298,56583,56881,1589201,26884,1616085,1642969,468119,13200,481319,494519,1087524,23965,1111489,1135454,4214422,46869,4261291,4308160,22.0,0.40,22.4,22.8,23.6,0.70,24.3,25.0,20.9,0.50,21.4,21.9,15.4,0.20,15.6,15.8,7212532,1984517,5202578,27236431,2016
Utah,903,65931,66834,93589,6627,100216,106843,28879,3012,31891,34903,59017,6106,65123,71229,295740,11530,307270,318800,10.3,0.70,11.0,11.7,11.6,1.20,12.8,14.0,9.0,0.90,9.9,10.8,9.8,0.40,10.2,10.6,909903,249082,657741,3004151,2016
Vermont,1433,57661,59094,13992,1622,15614,17236,3824,737,4561,5298,8942,1442,10384,11826,64114,3711,67825,71536,12.1,1.40,13.5,14.9,12.7,2.50,15.2,17.7,10.5,1.70,12.2,13.9,10.7,0.60,11.3,11.9,116003,30010,85345,600079,2016
Virginia,723,68127,68850,251968,10674,262642,273316,68344,5228,73572,78800,171695,9258,180953,190211,877329,19915,897244,917159,13.7,0.60,14.3,14.9,13.8,1.00,14.8,15.8,12.9,0.70,13.6,14.3,10.8,0.20,11.0,11.2,1837698,498762,1330310,8158203,2016
Washington,583,67064,67647,212495,9797,222292,232089,62035,4657,66692,71349,138577,8416,146993,155409,791428,17154,808582,825736,13.3,0.60,13.9,14.5,14.0,1.00,15.0,16.0,12.1,0.70,12.8,13.5,11.1,0.20,11.3,11.5,1604605,445044,1150767,7156291,2016
West Virginia,1040,43175,44215,83461,4345,87806,92151,24759,1985,26744,28729,55483,3818,59301,63119,309231,9137,318368,327505,22.7,1.20,23.9,25.1,25.2,2.00,27.2,29.2,20.8,1.40,22.2,23.6,17.4,0.50,17.9,18.4,366891,98489,266682,1779953,2016
Wisconsin,539,56808,57347,190238,8187,198425,206612,55891,4097,59988,64085,124924,7137,132061,139198,647308,14157,661465,675622,15.1,0.60,15.7,16.3,17.0,1.20,18.2,19.4,13.4,0.80,14.2,15.0,11.5,0.30,11.8,12.1,1262621,328872,926756,5628526,2016
Wyoming,1804,61686,63490,14145,1701,15846,17547,4239,839,5078,5917,8329,1445,9774,11219,58628,3788,62416,66204,10.4,1.20,11.6,12.8,11.4,2.30,13.7,16.0,8.5,1.50,10.0,11.5,10.2,0.70,10.9,11.6,136282,37152,97941,571196,2016
Alabama,742,48193,48935,253694,9215,262909,272124,75009,3977,78986,82963,172412,8182,180594,188776,784517,17746,802263,820009,23.5,0.90,24.4,25.3,26.3,1.40,27.7,29.1,21.8,1.00,22.8,23.8,16.5,0.40,16.9,17.3,1079561,285282,790771,4752519,2017
Alaska,1959,74058,76017,23957,2122,26079,28201,7145,1063,8208,9271,15080,1775,16855,18630,75273,4155,79428,83583,13.3,1.20,14.5,15.7,13.7,2.10,15.8,17.9,11.9,1.40,13.3,14.7,10.4,0.60,11.0,11.6,179595,51852,126482,720474,2017
Arizona,509,56508,57017,324723,11427,336150,347577,93773,5357,99130,104487,220457,9929,230386,240315,1002773,20564,1023337,1043901,20.3,0.70,21.0,21.7,22.1,1.30,23.4,24.7,18.9,0.80,19.7,20.5,14.6,0.30,14.9,15.2,1601125,424424,1169122,6856072,2017
Arkansas,735,45916,46651,149187,6691,155878,162569,43141,3198,46339,49537,100772,5787,106559,112346,463966,11917,475883,487800,21.5,1.00,22.5,23.5,23.1,1.70,24.8,26.5,20.0,1.20,21.2,22.4,15.9,0.40,16.3,16.7,693313,186637,503209,2916343,2017
California,293,71785,72078,1586526,29387,1615913,1645300,440023,13499,453522,467021,1097717,25601,1123318,1148919,5111205,52964,5164169,5217133,17.8,0.30,18.1,18.4,18.2,0.60,18.8,19.4,17.0,0.40,17.4,17.8,13.2,0.10,13.3,13.4,8922696,2414832,6466584,38793030,2017
Colorado,752,69113,69865,143486,8413,151899,160312,40042,4154,44196,48350,96204,7281,103485,110766,552126,13992,566118,580110,11.5,0.70,12.2,12.9,12.2,1.30,13.5,14.8,10.6,0.80,11.4,12.2,10.0,0.30,10.3,10.6,1241073,327292,909099,5483100,2017
Connecticut,1225,74428,75653,89324,6245,95569,101814,22687,2951,25638,28589,62374,5376,67750,73126,326360,12291,338651,350942,12.2,0.80,13.0,13.8,12.6,1.60,14.2,15.8,11.3,1.00,12.3,13.3,9.3,0.40,9.7,10.1,735469,180532,552836,3482563,2017
Delaware,1884,64085,65969,32862,2429,35291,37720,9870,1306,11176,12482,21452,2000,23452,25452,116181,5411,121592,127003,16.5,1.20,17.7,18.9,18.8,2.50,21.3,23.8,14.6,1.40,16.0,17.4,12.4,0.60,13.0,13.6,199811,52404,146930,934947,2017
Florida,361,52582,52943,829310,21614,850924,872538,234289,10019,244308,254327,570357,18698,589055,607753,2860804,41072,2901876,2942948,20.1,0.50,20.6,21.1,21.1,0.90,22.0,22.9,19.0,0.60,19.6,20.2,13.9,0.20,14.1,14.3,4138314,1111440,3007194,20569893,2017
Georgia,562,56117,56679,513320,18693,532013,550706,145103,8277,153380,161657,353546,16596,370142,386738,1503877,32192,1536069,1568261,20.7,0.80,21.5,22.3,22.5,1.30,23.8,25.1,19.4,0.90,20.3,21.2,14.8,0.30,15.1,15.4,2473763,643357,1820882,10154766,2017
Hawaii,1596,77936,79532,32442,3130,35572,38702,9898,1698,11596,13294,19838,2625,22463,25088,126481,5720,132201,137921,10.9,1.00,11.9,12.9,11.4,1.90,13.3,15.2,9.5,1.20,10.7,11.9,9.1,0.40,9.5,9.9,299434,87220,210341,1388545,2017
Idaho,832,52280,53112,60371,4525,64896,69421,17900,2108,20008,22116,39032,3925,42957,46882,203631,8306,211937,220243,13.8,1.00,14.8,15.8,15.7,1.80,17.5,19.3,12.1,1.20,13.3,14.5,12.1,0.50,12.6,13.1,438163,114190,322323,1686488,2017
Illinois,535,63044,63579,470646,15170,485816,500986,134834,7647,142481,150128,320832,12986,333818,346804,1543257,25413,1568670,1594083,16.5,0.50,17.0,17.5,17.8,1.00,18.8,19.8,15.4,0.60,16.0,16.6,12.3,0.20,12.5,12.7,2857901,757310,2089975,12503704,2017
Indiana,641,54134,54775,263205,10912,274117,285029,78256,4744,83000,87744,172865,9590,182455,192045,841903,18850,860753,879603,17.1,0.70,17.8,18.5,19.2,1.20,20.4,21.6,15.4,0.90,16.3,17.2,13.0,0.30,13.3,13.6,1537002,407758,1119608,6463664,2017
Iowa,817,58706,59523,85662,4584,90246,94830,27513,2457,29970,32427,53028,3893,56921,60814,319716,8913,328629,337542,12.0,0.60,12.6,13.2,14.1,1.30,15.4,16.7,10.2,0.70,10.9,11.6,10.5,0.30,10.8,11.1,718139,194081,520196,3044666,2017
Kansas,682,56382,57064,97150,5708,102858,108566,28724,2719,31443,34162,62948,4925,67873,72798,325420,9951,335371,345322,13.9,0.80,14.7,15.5,15.3,1.40,16.7,18.1,12.4,1.00,13.4,14.4,11.5,0.40,11.9,12.3,699235,188790,506188,2827374,2017
Kentucky,616,48332,48948,211037,7697,218734,226431,62866,3741,66607,70348,140354,6484,146838,153322,723378,15185,738563,753748,21.3,0.80,22.1,22.9,23.4,1.40,24.8,26.2,19.7,0.90,20.6,21.5,16.7,0.40,17.1,17.5,988584,268361,713897,4317001,2017
Louisiana,620,46283,46903,293085,9939,303024,312963,91062,4678,95740,100418,194890,8716,203606,212322,875670,18157,893827,911984,26.8,0.90,27.7,28.6,29.8,1.50,31.3,32.8,24.9,1.10,26.0,27.1,19.2,0.40,19.6,20.0,1092837,305652,783478,4553048,2017
Maine,1084,55980,57064,32560,2485,35045,37530,8477,1045,9522,10567,21664,2207,23871,26078,141958,5455,147413,152868,13.2,1.00,14.2,15.2,13.5,1.70,15.2,16.9,11.9,1.20,13.1,14.3,10.9,0.40,11.3,11.7,247126,62626,182594,1301241,2017
Maryland,688,80711,81399,157132,8233,165365,173598,45000,3728,48728,52456,104796,7241,112037,119278,541127,15422,556549,571971,11.8,0.60,12.4,13.0,12.5,1.00,13.5,14.5,10.9,0.70,11.6,12.3,9.1,0.30,9.4,9.7,1332241,360338,966850,5915309,2017
Massachusetts,866,77385,78251,173590,8871,182461,191332,46523,4644,51167,55811,118515,7514,126029,133543,675076,17867,692943,710810,12.8,0.70,13.5,14.2,13.2,1.30,14.5,15.8,11.9,0.80,12.7,13.5,10.2,0.30,10.5,10.8,1348928,351898,991310,6622457,2017
Michigan,435,54840,55275,404866,11439,416305,427744,124403,5819,130222,136041,265855,9556,275411,284967,1351618,21740,1373358,1395098,19.1,0.50,19.6,20.1,22.4,1.00,23.4,24.4,17.1,0.60,17.7,18.3,13.9,0.20,14.1,14.3,2128494,557388,1559485,9730194,2017
Minnesota,642,68364,69006,142348,6870,149218,156088,39712,3607,43319,46926,93661,5953,99614,105567,505806,11542,517348,528890,11.2,0.50,11.7,12.2,11.5,1.00,12.5,13.5,10.2,0.60,10.8,11.4,9.3,0.20,9.5,9.7,1273424,345890,920413,5450571,2017
Mississippi,822,43595,44417,187869,6467,194336,200803,48981,3355,52336,55691,134024,5458,139482,144940,561749,11968,573717,585685,26.7,0.90,27.6,28.5,26.8,1.80,28.6,30.4,25.9,1.10,27.0,28.1,19.5,0.40,19.9,20.3,703121,182985,517248,2889837,2017
Missouri,616,53506,54122,240522,9307,249829,259136,69539,4740,74279,79019,160349,7750,168099,175849,776721,16280,793001,809281,17.8,0.70,18.5,19.2,19.1,1.30,20.4,21.7,16.4,0.80,17.2,18.0,13.1,0.30,13.4,13.7,1350847,363844,978732,5928578,2017
Montana,1275,53262,54537,32971,2352,35323,37675,10638,1226,11864,13090,20522,1950,22472,24422,125024,5592,130616,136208,14.8,1.10,15.9,17.0,17.3,2.00,19.3,21.3,12.8,1.20,14.0,15.2,12.2,0.50,12.7,13.2,222741,61493,160263,1024535,2017
Nebraska,954,59913,60867,59898,4083,63981,68064,17401,1874,19275,21149,38684,3551,42235,45786,191439,7545,198984,206529,12.8,0.90,13.7,14.6,13.5,1.40,14.9,16.3,11.5,1.10,12.6,13.7,10.3,0.40,10.7,11.1,466141,129482,334062,1865022,2017
Nevada,900,57932,58832,122765,6337,129102,135439,35608,3078,38686,41764,81843,5464,87307,92771,379792,13065,392857,405922,18.3,0.90,19.2,20.1,19.6,1.70,21.3,23.0,16.8,1.10,17.9,19.0,12.9,0.40,13.3,13.7,672708,181301,488207,2954259,2017
New Hampshire,1465,73638,75103,22708,2575,25283,27858,5633,1111,6744,7855,15033,2270,17303,19573,95275,5275,100550,105825,9.0,1.00,10.0,11.0,9.0,1.80,10.8,12.6,7.9,1.20,9.1,10.3,7.3,0.40,7.7,8.1,253089,62209,189360,1298883,2017
New Jersey,655,80106,80761,259622,11091,270713,281804,71868,5791,77659,83450,179643,9405,189048,198453,862408,19724,882132,901856,13.2,0.60,13.8,14.4,14.1,1.10,15.2,16.3,12.4,0.70,13.1,13.8,9.8,0.20,10.0,10.2,1955179,510692,1440645,8831188,2017
New Mexico,1112,47086,48198,118269,5776,124045,129821,32493,2764,35257,38021,81790,4977,86767,91744,378032,10758,388790,399548,24.7,1.20,25.9,27.1,26.2,2.20,28.4,30.6,23.2,1.40,24.6,26.0,18.5,0.50,19.0,19.5,478607,124169,352418,2044204,2017
New York,500,64783,65283,793426,18910,812336,831246,229203,10981,240184,251165,539383,15173,554556,569729,2700018,35560,2735578,2771138,19.4,0.50,19.9,20.4,20.2,1.00,21.2,22.2,18.4,0.50,18.9,19.4,13.9,0.20,14.1,14.3,4079562,1134270,2926441,19337642,2017
North Carolina,502,52797,53299,461659,14779,476438,491217,133819,6497,140316,146813,313330,13059,326389,339448,1442873,25159,1468032,1493191,20.3,0.70,21.0,21.7,22.4,1.10,23.5,24.6,18.8,0.80,19.6,20.4,14.4,0.30,14.7,15.0,2272323,597585,1664663,10009026,2017
North Dakota,1008,62400,63408,17896,1765,19661,21426,5831,928,6759,7687,10923,1463,12386,13849,70249,3808,74057,77865,10.4,1.00,11.4,12.4,11.0,1.80,12.8,14.6,9.2,1.20,10.4,11.6,9.7,0.50,10.2,10.7,171914,52689,118762,729303,2017
Ohio,407,54077,54484,493056,14063,507119,521182,148753,6769,155522,162291,328221,11667,339888,351555,1551281,24120,1575401,1599521,19.2,0.60,19.8,20.4,21.8,1.00,22.8,23.8,17.6,0.60,18.2,18.8,13.7,0.20,13.9,14.1,2556563,680703,1862800,11330717,2017
Oklahoma,564,50051,50615,193877,6570,200447,207017,56255,3444,59699,63143,131340,5597,136937,142534,589591,11320,600911,612231,20.6,0.70,21.3,22.0,22.1,1.30,23.4,24.7,19.3,0.80,20.1,20.9,15.5,0.30,15.8,16.1,940578,255532,681378,3815034,2017
Oregon,767,60123,60890,133798,7285,141083,148368,39150,3478,42628,46106,85862,6374,92236,98610,521125,13721,534846,548567,15.6,0.90,16.5,17.4,17.1,1.50,18.6,20.1,13.9,1.00,14.9,15.9,12.9,0.30,13.2,13.5,855784,228675,620237,4064453,2017
Pennsylvania,437,59165,59602,430076,13589,443665,457254,127343,6773,134116,140889,288217,11851,300068,311919,1524709,23848,1548557,1572405,16.4,0.50,16.9,17.4,18.4,1.00,19.4,20.4,15.1,0.60,15.7,16.3,12.3,0.20,12.5,12.7,2619594,692310,1917164,12398116,2017
Rhode Island,1574,62923,64497,34517,2574,37091,39665,9514,1252,10766,12018,23450,2188,25638,27826,118956,6252,125208,131460,16.9,1.30,18.2,19.5,17.8,2.40,20.2,22.6,15.6,1.50,17.1,18.6,11.7,0.60,12.3,12.9,204042,53175,150339,1018560,2017
South Carolina,524,50675,51199,234515,8304,242819,251123,65427,3761,69188,72949,162191,7431,169622,177053,735356,15003,750359,765362,21.5,0.80,22.3,23.1,22.8,1.30,24.1,25.4,20.4,0.90,21.3,22.2,15.1,0.30,15.4,15.7,1086644,287456,794644,4882684,2017
South Dakota,1197,56871,58068,31772,2205,33977,36182,9486,1093,10579,11672,20642,1861,22503,24364,103234,4288,107522,111810,15.2,1.10,16.3,17.4,15.9,1.80,17.7,19.5,13.9,1.30,15.2,16.5,12.3,0.50,12.8,13.3,208560,59650,147940,838947,2017
Tennessee,405,51319,51724,303257,10175,313432,323607,89428,4797,94225,99022,205109,8803,213912,222715,961862,18532,980394,998926,20.4,0.70,21.1,21.8,22.4,1.20,23.6,24.8,19.0,0.80,19.8,20.6,14.7,0.30,15.0,15.3,1483926,398914,1079385,6555396,2017
Texas,483,59195,59678,1494968,30976,1525944,1556920,439905,14407,454312,468719,1020438,27187,1047625,1074812,4036102,44275,4080377,4124652,20.6,0.40,21.0,21.4,22.1,0.70,22.8,23.5,19.4,0.50,19.9,20.4,14.5,0.20,14.7,14.9,7279762,1990771,5263460,27676374,2017
Utah,1128,68395,69523,90671,6210,96881,103091,27509,3082,30591,33673,57316,5315,62631,67946,284801,11337,296138,307475,9.9,0.70,10.6,11.3,11.0,1.20,12.2,13.4,8.7,0.80,9.5,10.3,9.3,0.40,9.7,10.1,914395,249744,660338,3052627,2017
Vermont,1691,58271,59962,13200,1456,14656,16112,3444,701,4145,4846,8543,1260,9803,11063,61032,4036,65068,69104,11.5,1.30,12.8,14.1,11.6,2.40,14.0,16.4,10.1,1.50,11.6,13.1,10.1,0.70,10.8,11.5,114878,29547,84815,599875,2017
Virginia,535,71518,72053,247583,10455,258038,268493,68258,5343,73601,78944,169011,8730,177741,186471,856763,19675,876438,896113,13.4,0.60,14.0,14.6,13.6,1.10,14.7,15.8,12.6,0.70,13.3,14.0,10.5,0.20,10.7,10.9,1841946,501581,1332649,8221001,2017
Washington,573,70942,71515,219520,10487,230007,240494,60616,4394,65010,69404,146434,9134,155568,164702,781803,17872,799675,817547,13.6,0.60,14.2,14.8,13.6,1.00,14.6,15.6,12.6,0.80,13.4,14.2,10.8,0.20,11.0,11.2,1620873,446450,1163723,7273730,2017
West Virginia,1263,43238,44501,83372,4229,87601,91830,25303,2093,27396,29489,54899,3544,58443,61987,316875,9627,326502,336129,23.2,1.20,24.4,25.6,26.6,2.20,28.8,31.0,20.9,1.40,22.3,23.7,18.0,0.50,18.5,19.0,358762,94996,261768,1762557,2017
Wisconsin,575,59300,59875,175854,7591,183445,191036,48640,3667,52307,55974,117910,6676,124586,131262,627066,13108,640174,653282,14.0,0.60,14.6,15.2,14.9,1.10,16.0,17.1,12.8,0.70,13.5,14.2,11.1,0.20,11.3,11.5,1256959,327527,921897,5645158,2017
Wyoming,1519,61279,62798,15694,1622,17316,18938,4568,824,5392,6216,9894,1371,11265,12636,57678,3641,61319,64960,11.7,1.20,12.9,14.1,12.7,2.30,15.0,17.3,10.2,1.40,11.6,13.0,10.2,0.60,10.8,11.4,133797,35992,97323,565272,2017
Alabama,758,49881,50639,247744,7869,255613,263482,69990,3925,73915,77840,171349,6826,178175,185001,785668,16090,801758,817848,23.2,0.70,23.9,24.6,24.6,1.40,26.0,27.4,21.9,0.90,22.8,23.7,16.5,0.30,16.8,17.1,1069994,284188,781913,4763811,2018
Alaska,1837,74912,76749,24139,1957,26096,28053,7260,995,8255,9250,15140,1687,16827,18514,76253,3971,80224,84195,13.4,1.10,14.5,15.6,14.0,1.90,15.9,17.8,11.9,1.30,13.2,14.5,10.5,0.60,11.1,11.7,180420,51803,127400,720866,2018
Arizona,713,59079,59792,317583,11197,328780,339977,89693,5722,95415,101137,217990,9596,227586,237182,970614,19677,990291,1009968,19.7,0.70,20.4,21.1,21.1,1.30,22.4,23.7,18.4,0.80,19.2,20.0,13.8,0.30,14.1,14.4,1615594,425659,1183287,7013461,2018
Arkansas,693,47094,47787,157120,6936,164056,170992,47249,3409,50658,54067,104406,5927,110333,116260,478253,14053,492306,506359,22.8,1.00,23.8,24.8,25.4,1.80,27.2,29.0,20.9,1.20,22.1,23.3,16.3,0.50,16.8,17.3,689552,186219,499741,2925473,2018
California,316,75250,75566,1512838,26790,1539628,1566418,403143,13535,416678,430213,1063217,23401,1086618,1110019,4927111,45844,4972955,5018799,17.1,0.30,17.4,17.7,16.9,0.60,17.5,18.1,16.5,0.40,16.9,17.3,12.7,0.10,12.8,12.9,8861486,2384822,6438004,38818530,2018
Colorado,640,71949,72589,143217,8401,151618,160019,36753,3510,40263,43773,97675,7498,105173,112671,526780,13799,540579,554378,11.4,0.70,12.1,12.8,11.1,1.10,12.2,13.3,10.7,0.80,11.5,12.3,9.5,0.20,9.7,9.9,1251339,330290,914432,5577050,2018
Connecticut,882,76366,77248,94949,5301,100250,105551,23854,2584,26438,29022,66291,4619,70910,75529,347713,10806,358519,369325,13.1,0.70,13.8,14.5,13.4,1.40,14.8,16.2,12.2,0.80,13.0,13.8,10.0,0.30,10.3,10.6,726379,178936,544350,3468263,2018
Delaware,1405,65467,66872,32638,2393,35031,37424,8861,1136,9997,11133,22018,2073,24091,26164,108944,5747,114691,120438,16.4,1.20,17.6,18.8,16.8,2.20,19.0,21.2,15.1,1.40,16.5,17.9,11.6,0.60,12.2,12.8,199375,52627,146057,940779,2018
Florida,381,55433,55814,809956,21464,831420,852884,232495,9862,242357,252219,550737,18533,569270,587803,2815667,38771,2854438,2893209,19.5,0.50,20.0,20.5,20.9,0.90,21.8,22.7,18.2,0.60,18.8,19.4,13.5,0.20,13.7,13.9,4163488,1114207,3027730,20882673,2018
Georgia,694,58634,59328,501546,14765,516311,531076,137680,8100,145780,153880,348023,12490,360513,373003,1458654,25785,1484439,1510224,20.4,0.60,21.0,21.6,21.4,1.30,22.7,24.0,19.2,0.70,19.9,20.6,14.2,0.30,14.5,14.8,2463467,641480,1811029,10238647,2018
Hawaii,1771,80527,82298,32034,3150,35184,38334,9092,1864,10956,12820,20314,2505,22819,25324,118134,6266,124400,130666,10.7,1.10,11.8,12.9,10.8,2.20,13.0,15.2,9.6,1.20,10.8,12.0,8.5,0.50,9.0,9.5,297429,84519,211808,1382453,2018
Idaho,875,55524,56399,58102,4290,62392,66682,17104,1772,18876,20648,37605,3862,41467,45329,194060,7744,201804,209548,13.2,1.00,14.2,15.2,15.0,1.60,16.6,18.2,11.6,1.20,12.8,14.0,11.3,0.40,11.7,12.1,440678,113753,324985,1723134,2018
Illinois,493,65063,65556,442712,14570,457282,471852,124748,6810,131558,138368,301816,12651,314467,327118,1485972,23376,1509348,1532724,15.7,0.50,16.2,16.7,16.8,0.90,17.7,18.6,14.7,0.60,15.3,15.9,11.9,0.20,12.1,12.3,2817432,744070,2061744,12447296,2018
Indiana,515,55725,56240,258334,10136,268470,278606,75156,4535,79691,84226,171994,8406,180400,188806,826659,17506,844165,861671,16.8,0.70,17.5,18.2,18.6,1.10,19.7,20.8,15.4,0.80,16.2,17.0,12.7,0.30,13.0,13.3,1531976,405162,1116734,6489270,2018
Iowa,844,60071,60915,91572,5287,96859,102146,25777,2468,28245,30713,60212,4639,64851,69490,332902,9672,342574,352246,12.8,0.70,13.5,14.2,13.2,1.30,14.5,15.8,11.6,0.90,12.5,13.4,10.9,0.30,11.2,11.5,716377,194227,518338,3055988,2018
Kansas,749,58150,58899,97199,5417,102616,108033,28414,2743,31157,33900,63396,4757,68153,72910,326660,10232,336892,347124,14.0,0.80,14.8,15.6,15.4,1.50,16.9,18.4,12.6,0.90,13.5,14.4,11.5,0.40,11.9,12.3,691758,184313,503752,2825674,2018
Kentucky,558,50189,50747,210957,8326,219283,227609,60484,3814,64298,68112,143195,7344,150539,157883,707601,15452,723053,738505,21.5,0.80,22.3,23.1,22.8,1.40,24.2,25.6,20.2,1.00,21.2,22.2,16.3,0.40,16.7,17.1,981282,265409,711168,4326301,2018
Louisiana,720,48021,48741,276951,9581,286532,296113,82799,4861,87660,92521,188095,8253,196348,204601,830136,17869,848005,865874,25.6,0.90,26.5,27.4,27.6,1.60,29.2,30.8,24.1,1.10,25.2,26.3,18.3,0.40,18.7,19.1,1080172,299990,777981,4529047,2018
Maine,1212,55579,56791,33575,2385,35960,38345,8782,1112,9894,11006,22163,2116,24279,26395,145939,5519,151458,156977,13.8,1.00,14.8,15.8,14.1,1.80,15.9,17.7,12.4,1.20,13.6,14.8,11.2,0.40,11.6,12.0,242743,62264,178342,1301882,2018
Maryland,973,83076,84049,150870,9002,159872,168874,39494,4111,43605,47716,103211,7790,111001,118791,523341,15483,538824,554307,11.4,0.70,12.1,12.8,11.1,1.20,12.3,13.5,10.8,0.80,11.6,12.4,8.8,0.30,9.1,9.4,1318092,354293,958259,5899814,2018
Massachusetts,926,79817,80743,157639,8877,166516,175393,42232,3993,46225,50218,106883,7848,114731,122579,652693,15709,668402,684111,11.7,0.70,12.4,13.1,12.1,1.10,13.2,14.3,10.8,0.80,11.6,12.4,9.8,0.20,10.0,10.2,1343342,348903,988478,6665106,2018
Michigan,403,56640,57043,398097,11104,409201,420305,115951,5459,121410,126869,268693,9679,278372,288051,1349291,19944,1369235,1389179,18.8,0.50,19.3,19.8,20.8,1.00,21.8,22.8,17.3,0.60,17.9,18.5,13.8,0.20,14.0,14.2,2122361,556755,1555996,9774136,2018
Minnesota,531,70295,70826,140356,7376,147732,155108,38872,3253,42125,45378,93461,6644,100105,106749,514989,12456,527445,539901,10.9,0.60,11.5,12.1,11.2,0.90,12.1,13.0,10.1,0.70,10.8,11.5,9.4,0.20,9.6,9.8,1279334,347214,926354,5488353,2018
