COUNTY_FULL,STATE_NAME,YEAR,UE_RATE
Kandiyohi County                ,Minnesota,2008,5.0
Anoka County                    ,Minnesota,2008,5.5
Red Lake County                 ,Minnesota,2008,8.1
Norman County                   ,Minnesota,2008,5.1
Martin County                   ,Minnesota,2008,4.4
Swift County                    ,Minnesota,2008,5.2
Pennington County               ,Minnesota,2008,6.9
Otter Tail County               ,Minnesota,2008,5.3
Sherburne County                ,Minnesota,2008,5.0
Stearns County                  ,Minnesota,2008,4.6
Mahnomen County                 ,Minnesota,2008,6.7
Pine County                     ,Minnesota,2008,7.6
Rock County                     ,Minnesota,2008,3.2
Meeker County                   ,Minnesota,2008,5.9
Traverse County                 ,Minnesota,2008,5.2
Murray County                   ,Minnesota,2008,4.3
Morrison County                 ,Minnesota,2008,6.2
Steele County                   ,Minnesota,2008,4.3
Waseca County                   ,Minnesota,2008,4.7
Saint Louis County              ,Minnesota,2008,5.6
Rice County                     ,Minnesota,2008,5.0
Watonwan County                 ,Minnesota,2008,5.0
Yellow Medicine County          ,Minnesota,2008,4.3
Redwood County                  ,Minnesota,2008,4.7
Stevens County                  ,Minnesota,2008,3.7
Nobles County                   ,Minnesota,2008,3.5
Todd County                     ,Minnesota,2008,5.4
Pipestone County                ,Minnesota,2008,3.7
Winona County                   ,Minnesota,2008,4.2
Nicollet County                 ,Minnesota,2008,3.6
Wilkin County                   ,Minnesota,2008,3.8
Wadena County                   ,Minnesota,2008,7.4
McLeod County                   ,Minnesota,2008,5.0
Marshall County                 ,Minnesota,2008,8.0
Wright County                   ,Minnesota,2008,5.1
Mower County                    ,Minnesota,2008,4.0
Wabasha County                  ,Minnesota,2008,4.4
Polk County                     ,Minnesota,2008,4.6
Ramsey County                   ,Minnesota,2008,4.4
Roseau County                   ,Minnesota,2008,6.3
Pope County                     ,Minnesota,2008,4.4
Mille Lacs County               ,Minnesota,2008,7.6
Washington County               ,Minnesota,2008,4.0
Renville County                 ,Minnesota,2008,5.2
Scott County                    ,Minnesota,2008,4.0
Olmsted County,Minnesota,2008,3.8
Sibley County                   ,Minnesota,2008,5.0
Becker County                   ,Minnesota,2007,5.7
Carlton County                  ,Minnesota,2007,5.7
Lac qui Parle County            ,Minnesota,2007,4.1
Douglas County                  ,Minnesota,2007,4.4
Cook County                     ,Minnesota,2007,4.8
Isanti County                   ,Minnesota,2007,6.0
Big Stone County                ,Minnesota,2007,4.7
Kittson County                  ,Minnesota,2007,5.7
Cass County                     ,Minnesota,2007,7.1
Lincoln County                  ,Minnesota,2007,4.5
Cottonwood County               ,Minnesota,2007,4.0
Benton County                   ,Minnesota,2007,5.0
Koochiching County              ,Minnesota,2007,7.0
Blue Earth County               ,Minnesota,2007,3.7
Beltrami County                 ,Minnesota,2007,6.0
Carver County                   ,Minnesota,2007,3.9
Brown County                    ,Minnesota,2007,4.8
Hennepin County                 ,Minnesota,2007,4.1
Aitkin County                   ,Minnesota,2007,6.8
Grant County                    ,Minnesota,2007,5.9
Kanabec County                  ,Minnesota,2007,8.3
Lyon County                     ,Minnesota,2007,3.8
Fillmore County                 ,Minnesota,2007,5.1
Crow Wing County                ,Minnesota,2007,5.6
Dodge County                    ,Minnesota,2007,4.3
Lake of the Woods County        ,Minnesota,2007,5.0
Chisago County                  ,Minnesota,2007,5.8
Itasca County                   ,Minnesota,2007,7.2
Clearwater County               ,Minnesota,2007,10.3
Jackson County                  ,Minnesota,2007,3.9
Faribault County                ,Minnesota,2007,5.2
Dakota County                   ,Minnesota,2007,4.1
Chippewa County                 ,Minnesota,2007,4.3
Clay County                     ,Minnesota,2007,3.4
Le Sueur County                 ,Minnesota,2007,6.1
Hubbard County                  ,Minnesota,2007,6.4
Freeborn County                 ,Minnesota,2007,4.9
Lake County                     ,Minnesota,2007,4.5
Houston County                  ,Minnesota,2007,5.1
Goodhue County                  ,Minnesota,2007,4.9
Kandiyohi County                ,Minnesota,2007,4.3
Anoka County                    ,Minnesota,2007,4.5
Red Lake County                 ,Minnesota,2007,6.7
Norman County                   ,Minnesota,2007,5.0
Martin County                   ,Minnesota,2007,4.2
Swift County                    ,Minnesota,2007,4.3
Pennington County               ,Minnesota,2007,5.5
Otter Tail County               ,Minnesota,2007,4.9
Sherburne County                ,Minnesota,2007,4.3
Stearns County                  ,Minnesota,2007,4.0
Mahnomen County                 ,Minnesota,2007,5.5
Pine County                     ,Minnesota,2007,6.5
Rock County                     ,Minnesota,2007,2.8
Meeker County                   ,Minnesota,2007,5.1
Traverse County                 ,Minnesota,2007,4.3
Murray County                   ,Minnesota,2007,3.9
Morrison County                 ,Minnesota,2007,5.5
Steele County                   ,Minnesota,2007,4.0
Waseca County                   ,Minnesota,2007,4.1
Saint Louis County              ,Minnesota,2007,5.0
Rice County                     ,Minnesota,2007,4.3
Watonwan County                 ,Minnesota,2007,4.4
Yellow Medicine County          ,Minnesota,2007,4.1
Redwood County                  ,Minnesota,2007,4.1
Stevens County                  ,Minnesota,2007,3.4
Nobles County                   ,Minnesota,2007,3.1
Todd County                     ,Minnesota,2007,5.2
Pipestone County                ,Minnesota,2007,3.3
Winona County                   ,Minnesota,2007,3.6
Nicollet County                 ,Minnesota,2007,3.1
Wilkin County                   ,Minnesota,2007,3.7
Wadena County                   ,Minnesota,2007,6.8
McLeod County                   ,Minnesota,2007,4.0
Marshall County                 ,Minnesota,2007,6.8
Wright County                   ,Minnesota,2007,4.3
Mower County                    ,Minnesota,2007,3.8
Wabasha County                  ,Minnesota,2007,4.0
Polk County                     ,Minnesota,2007,4.6
Ramsey County                   ,Minnesota,2007,3.9
Roseau County                   ,Minnesota,2007,6.3
Pope County                     ,Minnesota,2007,3.9
Mille Lacs County               ,Minnesota,2007,6.7
Washington County               ,Minnesota,2007,3.5
Renville County                 ,Minnesota,2007,4.9
Scott County                    ,Minnesota,2007,3.5
Olmsted County,Minnesota,2007,3.4
Sibley County                   ,Minnesota,2007,4.2
Becker County                   ,Minnesota,2006,5.1
Carlton County                  ,Minnesota,2006,5.2
Lac qui Parle County            ,Minnesota,2006,3.7
Douglas County                  ,Minnesota,2006,3.8
Cook County                     ,Minnesota,2006,4.4
Isanti County                   ,Minnesota,2006,4.9
Big Stone County                ,Minnesota,2006,4.3
Kittson County                  ,Minnesota,2006,5.4
Cass County                     ,Minnesota,2006,6.3
Lincoln County                  ,Minnesota,2006,3.6
Cottonwood County               ,Minnesota,2006,4.4
Benton County                   ,Minnesota,2006,4.4
Koochiching County              ,Minnesota,2006,6.6
Blue Earth County               ,Minnesota,2006,3.3
Beltrami County                 ,Minnesota,2006,5.2
Carver County                   ,Minnesota,2006,3.3
Brown County                    ,Minnesota,2006,4.4
Hennepin County                 ,Minnesota,2006,3.6
Aitkin County                   ,Minnesota,2006,5.9
Grant County                    ,Minnesota,2006,5.2
Kanabec County                  ,Minnesota,2006,7.0
Lyon County                     ,Minnesota,2006,3.3
Fillmore County                 ,Minnesota,2006,4.1
Crow Wing County                ,Minnesota,2006,4.9
Dodge County                    ,Minnesota,2006,3.7
Lake of the Woods County        ,Minnesota,2006,4.6
Chisago County                  ,Minnesota,2006,4.8
Itasca County                   ,Minnesota,2006,6.0
Clearwater County               ,Minnesota,2006,9.8
Jackson County                  ,Minnesota,2006,3.9
Faribault County                ,Minnesota,2006,4.5
Dakota County                   ,Minnesota,2006,3.5
Chippewa County                 ,Minnesota,2006,3.8
Clay County                     ,Minnesota,2006,3.2
Le Sueur County                 ,Minnesota,2006,5.4
Hubbard County                  ,Minnesota,2006,5.5
Freeborn County                 ,Minnesota,2006,4.4
Lake County                     ,Minnesota,2006,4.1
Houston County                  ,Minnesota,2006,4.3
Goodhue County                  ,Minnesota,2006,4.3
Kandiyohi County                ,Minnesota,2006,3.9
Anoka County                    ,Minnesota,2006,3.9
Red Lake County                 ,Minnesota,2006,6.8
Norman County                   ,Minnesota,2006,4.6
Martin County                   ,Minnesota,2006,4.1
Swift County                    ,Minnesota,2006,4.5
Pennington County               ,Minnesota,2006,5.5
Otter Tail County               ,Minnesota,2006,4.8
Sherburne County                ,Minnesota,2006,4.3
Stearns County                  ,Minnesota,2006,4.3
Mahnomen County                 ,Minnesota,2006,5.5
Pine County                     ,Minnesota,2006,6.6
Rock County                     ,Minnesota,2006,3.0
Meeker County                   ,Minnesota,2006,5.1
Traverse County                 ,Minnesota,2006,3.8
Murray County                   ,Minnesota,2006,4.1
Morrison County                 ,Minnesota,2006,5.4
Steele County                   ,Minnesota,2006,4.1
Waseca County                   ,Minnesota,2006,4.4
Saint Louis County              ,Minnesota,2006,5.0
Rice County                     ,Minnesota,2006,4.5
Watonwan County                 ,Minnesota,2006,4.1
Yellow Medicine County          ,Minnesota,2006,4.2
Redwood County                  ,Minnesota,2006,3.9
Stevens County                  ,Minnesota,2006,3.6
Nobles County                   ,Minnesota,2006,3.3
Todd County                     ,Minnesota,2006,5.1
Pipestone County                ,Minnesota,2006,3.6
Winona County                   ,Minnesota,2006,3.6
Nicollet County                 ,Minnesota,2006,3.2
Wilkin County                   ,Minnesota,2006,3.7
Wadena County                   ,Minnesota,2006,6.7
McLeod County                   ,Minnesota,2006,4.1
Marshall County                 ,Minnesota,2006,7.1
Wright County                   ,Minnesota,2006,4.3
Mower County                    ,Minnesota,2006,3.8
Wabasha County                  ,Minnesota,2006,4.1
Polk County                     ,Minnesota,2006,4.5
Ramsey County                   ,Minnesota,2006,3.9
Roseau County                   ,Minnesota,2006,5.0
Pope County                     ,Minnesota,2006,3.9
Mille Lacs County               ,Minnesota,2006,6.7
Washington County               ,Minnesota,2006,3.5
Renville County                 ,Minnesota,2006,4.9
Scott County                    ,Minnesota,2006,3.5
Olmsted County,Minnesota,2006,3.5
Sibley County                   ,Minnesota,2006,4.2
Becker County                   ,Minnesota,2005,5.4
Carlton County                  ,Minnesota,2005,5.8
Lac qui Parle County            ,Minnesota,2005,3.9
Douglas County                  ,Minnesota,2005,3.8
Cook County                     ,Minnesota,2005,4.4
Isanti County                   ,Minnesota,2005,4.8
Big Stone County                ,Minnesota,2005,4.6
Kittson County                  ,Minnesota,2005,5.2
Cass County                     ,Minnesota,2005,6.2
Lincoln County                  ,Minnesota,2005,3.6
Cottonwood County               ,Minnesota,2005,4.3
Benton County                   ,Minnesota,2005,4.7
Koochiching County              ,Minnesota,2005,6.1
Blue Earth County               ,Minnesota,2005,3.3
Beltrami County                 ,Minnesota,2005,5.3
Carver County                   ,Minnesota,2005,3.4
Brown County                    ,Minnesota,2005,4.3
Hennepin County                 ,Minnesota,2005,3.7
Aitkin County                   ,Minnesota,2005,6.0
Grant County                    ,Minnesota,2005,5.6
Kanabec County                  ,Minnesota,2005,6.7
Lyon County                     ,Minnesota,2005,3.3
Fillmore County                 ,Minnesota,2005,4.2
Crow Wing County                ,Minnesota,2005,4.9
Dodge County                    ,Minnesota,2005,3.9
Lake of the Woods County        ,Minnesota,2005,4.5
Chisago County                  ,Minnesota,2005,4.8
Itasca County                   ,Minnesota,2005,5.9
Clearwater County               ,Minnesota,2005,10.1
Jackson County                  ,Minnesota,2005,3.4
Faribault County                ,Minnesota,2005,4.8
Dakota County                   ,Minnesota,2005,3.6
Chippewa County                 ,Minnesota,2005,4.1
Clay County                     ,Minnesota,2005,3.4
Le Sueur County                 ,Minnesota,2005,5.4
Hubbard County                  ,Minnesota,2005,5.4
Freeborn County                 ,Minnesota,2005,4.7
Lake County                     ,Minnesota,2005,4.3
Houston County                  ,Minnesota,2005,4.5
Goodhue County                  ,Minnesota,2005,4.4
Kandiyohi County                ,Minnesota,2005,4.1
Anoka County                    ,Minnesota,2005,3.9
Red Lake County                 ,Minnesota,2005,7.8
Norman County                   ,Minnesota,2005,5.0
Martin County                   ,Minnesota,2005,4.9
Swift County                    ,Minnesota,2005,5.1
Pennington County               ,Minnesota,2005,6.5
Otter Tail County               ,Minnesota,2005,5.2
Sherburne County                ,Minnesota,2005,5.0
Stearns County                  ,Minnesota,2005,4.6
Mahnomen County                 ,Minnesota,2005,5.8
Pine County                     ,Minnesota,2005,6.8
Rock County                     ,Minnesota,2005,3.4
Meeker County                   ,Minnesota,2005,5.6
Traverse County                 ,Minnesota,2005,4.4
Murray County                   ,Minnesota,2005,4.4
Morrison County                 ,Minnesota,2005,5.8
Steele County                   ,Minnesota,2005,4.6
Waseca County                   ,Minnesota,2005,4.6
Saint Louis County              ,Minnesota,2005,5.8
Rice County                     ,Minnesota,2005,4.8
Watonwan County                 ,Minnesota,2005,4.6
Yellow Medicine County          ,Minnesota,2005,5.1
Redwood County                  ,Minnesota,2005,4.5
Stevens County                  ,Minnesota,2005,3.9
Nobles County                   ,Minnesota,2005,3.9
Todd County                     ,Minnesota,2005,5.2
Pipestone County                ,Minnesota,2005,4.3
Winona County                   ,Minnesota,2005,4.4
Nicollet County                 ,Minnesota,2005,3.7
Wilkin County                   ,Minnesota,2005,3.8
Wadena County                   ,Minnesota,2005,6.5
McLeod County                   ,Minnesota,2005,4.6
Marshall County                 ,Minnesota,2005,7.7
Wright County                   ,Minnesota,2005,4.9
Mower County                    ,Minnesota,2005,4.5
Wabasha County                  ,Minnesota,2005,4.4
Polk County                     ,Minnesota,2005,5.3
Ramsey County                   ,Minnesota,2005,4.7
Roseau County                   ,Minnesota,2005,4.5
Pope County                     ,Minnesota,2005,4.1
Mille Lacs County               ,Minnesota,2005,7.2
Washington County               ,Minnesota,2005,4.1
Renville County                 ,Minnesota,2005,5.7
Scott County                    ,Minnesota,2005,4.0
Olmsted County,Minnesota,2005,4.0
Sibley County                   ,Minnesota,2005,5.0
Becker County                   ,Minnesota,2004,5.8
Carlton County                  ,Minnesota,2004,6.4
Lac qui Parle County            ,Minnesota,2004,4.4
Douglas County                  ,Minnesota,2004,3.9
Cook County                     ,Minnesota,2004,4.8
Isanti County                   ,Minnesota,2004,5.3
Big Stone County                ,Minnesota,2004,4.9
Kittson County                  ,Minnesota,2004,6.7
Cass County                     ,Minnesota,2004,7.2
Lincoln County                  ,Minnesota,2004,4.1
Cottonwood County               ,Minnesota,2004,4.7
Benton County                   ,Minnesota,2004,5.3
Koochiching County              ,Minnesota,2004,6.3
Blue Earth County               ,Minnesota,2004,3.9
Beltrami County                 ,Minnesota,2004,5.8
Carver County                   ,Minnesota,2004,4.0
Brown County                    ,Minnesota,2004,4.9
Hennepin County                 ,Minnesota,2004,4.4
Aitkin County                   ,Minnesota,2004,6.9
Grant County                    ,Minnesota,2004,5.9
Kanabec County                  ,Minnesota,2004,7.6
Lyon County                     ,Minnesota,2004,3.8
Fillmore County                 ,Minnesota,2004,5.0
Crow Wing County                ,Minnesota,2004,5.4
Dodge County                    ,Minnesota,2004,4.3
Lake of the Woods County        ,Minnesota,2004,4.8
Chisago County                  ,Minnesota,2004,5.4
Itasca County                   ,Minnesota,2004,7.4
Clearwater County               ,Minnesota,2004,11.0
Jackson County                  ,Minnesota,2004,3.7
Faribault County                ,Minnesota,2004,5.7
Dakota County                   ,Minnesota,2004,4.1
Chippewa County                 ,Minnesota,2004,5.0
Clay County                     ,Minnesota,2004,3.7
Le Sueur County                 ,Minnesota,2004,5.7
Hubbard County                  ,Minnesota,2004,5.9
Freeborn County                 ,Minnesota,2004,5.3
Lake County                     ,Minnesota,2004,4.8
Houston County                  ,Minnesota,2004,5.2
Goodhue County                  ,Minnesota,2004,4.9
Kandiyohi County                ,Minnesota,2004,4.5
Anoka County                    ,Minnesota,2004,4.5
Red Lake County                 ,Minnesota,2004,7.9
Norman County                   ,Minnesota,2004,5.4
Martin County                   ,Minnesota,2004,4.7
Swift County                    ,Minnesota,2004,5.0
Pennington County               ,Minnesota,2004,6.1
Otter Tail County               ,Minnesota,2004,5.5
Sherburne County                ,Minnesota,2004,5.1
Stearns County                  ,Minnesota,2004,4.8
Mahnomen County                 ,Minnesota,2004,5.3
Pine County                     ,Minnesota,2004,6.9
Rock County                     ,Minnesota,2004,3.5
Meeker County                   ,Minnesota,2004,5.7
Traverse County                 ,Minnesota,2004,4.6
Murray County                   ,Minnesota,2004,4.4
Morrison County                 ,Minnesota,2004,6.2
Steele County                   ,Minnesota,2004,4.9
Waseca County                   ,Minnesota,2004,4.7
Saint Louis County              ,Minnesota,2004,6.2
Rice County                     ,Minnesota,2004,4.8
Watonwan County                 ,Minnesota,2004,4.9
Yellow Medicine County          ,Minnesota,2004,5.6
Redwood County                  ,Minnesota,2004,4.5
Stevens County                  ,Minnesota,2004,3.9
Nobles County                   ,Minnesota,2004,3.8
Todd County                     ,Minnesota,2004,5.0
Pipestone County                ,Minnesota,2004,3.9
Winona County                   ,Minnesota,2004,4.7
Nicollet County                 ,Minnesota,2004,3.8
Wilkin County                   ,Minnesota,2004,3.9
Wadena County                   ,Minnesota,2004,6.6
McLeod County                   ,Minnesota,2004,4.6
Marshall County                 ,Minnesota,2004,8.3
Wright County                   ,Minnesota,2004,5.1
Mower County                    ,Minnesota,2004,4.5
Wabasha County                  ,Minnesota,2004,4.4
Polk County                     ,Minnesota,2004,5.1
Ramsey County                   ,Minnesota,2004,4.8
Roseau County                   ,Minnesota,2004,7.3
Pope County                     ,Minnesota,2004,4.1
Mille Lacs County               ,Minnesota,2004,7.4
Washington County               ,Minnesota,2004,4.2
Renville County                 ,Minnesota,2004,5.4
Scott County                    ,Minnesota,2004,4.3
Olmsted County,Minnesota,2004,4.3
Sibley County                   ,Minnesota,2004,4.9
Becker County                   ,Minnesota,2003,6.0
Carlton County                  ,Minnesota,2003,6.4
Lac qui Parle County            ,Minnesota,2003,4.4
Douglas County                  ,Minnesota,2003,3.9
Cook County                     ,Minnesota,2003,4.9
Isanti County                   ,Minnesota,2003,5.7
Big Stone County                ,Minnesota,2003,4.7
Kittson County                  ,Minnesota,2003,7.5
Cass County                     ,Minnesota,2003,7.0
Lincoln County                  ,Minnesota,2003,4.0
Cottonwood County               ,Minnesota,2003,4.6
Benton County                   ,Minnesota,2003,5.4
Koochiching County              ,Minnesota,2003,6.5
Blue Earth County               ,Minnesota,2003,3.9
Beltrami County                 ,Minnesota,2003,5.5
Carver County                   ,Minnesota,2003,4.3
Brown County                    ,Minnesota,2003,5.4
Hennepin County                 ,Minnesota,2003,4.7
Aitkin County                   ,Minnesota,2003,7.0
Grant County                    ,Minnesota,2003,6.2
Kanabec County                  ,Minnesota,2003,8.1
Lyon County                     ,Minnesota,2003,4.3
Fillmore County                 ,Minnesota,2003,5.0
Crow Wing County                ,Minnesota,2003,5.8
Dodge County                    ,Minnesota,2003,4.4
Lake of the Woods County        ,Minnesota,2003,4.6
Chisago County                  ,Minnesota,2003,5.8
Itasca County                   ,Minnesota,2003,7.5
Clearwater County               ,Minnesota,2003,11.2
Jackson County                  ,Minnesota,2003,4.2
Faribault County                ,Minnesota,2003,5.2
Dakota County                   ,Minnesota,2003,4.3
Chippewa County                 ,Minnesota,2003,5.2
Clay County                     ,Minnesota,2003,3.6
Le Sueur County                 ,Minnesota,2003,6.3
Hubbard County                  ,Minnesota,2003,6.0
Freeborn County                 ,Minnesota,2003,5.4
Lake County                     ,Minnesota,2003,4.7
Houston County                  ,Minnesota,2003,5.3
Goodhue County                  ,Minnesota,2003,4.8
Kandiyohi County                ,Minnesota,2003,4.4
Anoka County                    ,Minnesota,2003,4.8
Red Lake County                 ,Minnesota,2003,8.4
Norman County                   ,Minnesota,2003,4.8
Martin County                   ,Minnesota,2003,4.0
Swift County                    ,Minnesota,2003,4.9
Pennington County               ,Minnesota,2003,5.8
Otter Tail County               ,Minnesota,2003,5.0
Sherburne County                ,Minnesota,2003,4.7
Stearns County                  ,Minnesota,2003,4.4
Mahnomen County                 ,Minnesota,2003,5.9
Pine County                     ,Minnesota,2003,6.4
Rock County                     ,Minnesota,2003,3.0
Meeker County                   ,Minnesota,2003,5.1
Traverse County                 ,Minnesota,2003,4.4
Murray County                   ,Minnesota,2003,3.8
Morrison County                 ,Minnesota,2003,5.7
Steele County                   ,Minnesota,2003,4.5
Waseca County                   ,Minnesota,2003,4.6
Saint Louis County              ,Minnesota,2003,5.6
Rice County                     ,Minnesota,2003,4.5
Watonwan County                 ,Minnesota,2003,4.0
Yellow Medicine County          ,Minnesota,2003,4.7
Redwood County                  ,Minnesota,2003,4.0
Stevens County                  ,Minnesota,2003,3.7
Nobles County                   ,Minnesota,2003,3.3
Todd County                     ,Minnesota,2003,4.9
Pipestone County                ,Minnesota,2003,3.2
Winona County                   ,Minnesota,2003,4.1
Nicollet County                 ,Minnesota,2003,3.6
Wilkin County                   ,Minnesota,2003,3.9
Wadena County                   ,Minnesota,2003,6.1
McLeod County                   ,Minnesota,2003,4.3
Marshall County                 ,Minnesota,2003,7.7
Wright County                   ,Minnesota,2003,4.9
Mower County                    ,Minnesota,2003,4.0
Wabasha County                  ,Minnesota,2003,3.8
Polk County                     ,Minnesota,2003,5.6
Ramsey County                   ,Minnesota,2003,4.4
Roseau County                   ,Minnesota,2003,5.3
Pope County                     ,Minnesota,2003,3.9
Mille Lacs County               ,Minnesota,2003,6.4
Washington County               ,Minnesota,2003,3.8
Renville County                 ,Minnesota,2003,4.9
Scott County                    ,Minnesota,2003,4.1
Olmsted County,Minnesota,2003,3.8
Sibley County                   ,Minnesota,2003,4.4
Becker County                   ,Minnesota,2002,5.4
Carlton County                  ,Minnesota,2002,6.2
Lac qui Parle County            ,Minnesota,2002,3.7
Douglas County                  ,Minnesota,2002,3.7
Cook County                     ,Minnesota,2002,4.8
Isanti County                   ,Minnesota,2002,5.2
Big Stone County                ,Minnesota,2002,4.2
Kittson County                  ,Minnesota,2002,5.9
Cass County                     ,Minnesota,2002,6.0
Lincoln County                  ,Minnesota,2002,3.7
Cottonwood County               ,Minnesota,2002,4.2
Benton County                   ,Minnesota,2002,5.0
Koochiching County              ,Minnesota,2002,6.0
Blue Earth County               ,Minnesota,2002,3.6
Beltrami County                 ,Minnesota,2002,4.8
Carver County                   ,Minnesota,2002,4.1
Brown County                    ,Minnesota,2002,4.6
Hennepin County                 ,Minnesota,2002,4.4
Aitkin County                   ,Minnesota,2002,6.5
Grant County                    ,Minnesota,2002,6.2
Kanabec County                  ,Minnesota,2002,7.4
Lyon County                     ,Minnesota,2002,3.9
Fillmore County                 ,Minnesota,2002,4.2
Crow Wing County                ,Minnesota,2002,5.2
Dodge County                    ,Minnesota,2002,3.9
Lake of the Woods County        ,Minnesota,2002,4.6
Chisago County                  ,Minnesota,2002,5.3
Itasca County                   ,Minnesota,2002,6.2
Clearwater County               ,Minnesota,2002,10.4
Jackson County                  ,Minnesota,2002,3.6
Faribault County                ,Minnesota,2002,4.3
Dakota County                   ,Minnesota,2002,3.9
Chippewa County                 ,Minnesota,2002,4.7
Clay County                     ,Minnesota,2002,3.5
Le Sueur County                 ,Minnesota,2002,5.9
Hubbard County                  ,Minnesota,2002,5.2
Freeborn County                 ,Minnesota,2002,4.9
Lake County                     ,Minnesota,2002,4.8
Houston County                  ,Minnesota,2002,4.8
Goodhue County                  ,Minnesota,2002,4.5
Kandiyohi County                ,Minnesota,2002,4.1
Anoka County                    ,Minnesota,2002,4.4
Red Lake County                 ,Minnesota,2002,7.1
Norman County                   ,Minnesota,2002,4.3
Martin County                   ,Minnesota,2002,3.9
Swift County                    ,Minnesota,2002,4.5
Pennington County               ,Minnesota,2002,5.1
Otter Tail County               ,Minnesota,2002,4.4
Sherburne County                ,Minnesota,2002,3.8
Stearns County                  ,Minnesota,2002,3.8
Mahnomen County                 ,Minnesota,2002,5.6
Pine County                     ,Minnesota,2002,6.2
Rock County                     ,Minnesota,2002,2.6
Meeker County                   ,Minnesota,2002,4.8
Traverse County                 ,Minnesota,2002,4.6
Murray County                   ,Minnesota,2002,3.7
Morrison County                 ,Minnesota,2002,5.4
Steele County                   ,Minnesota,2002,3.8
Waseca County                   ,Minnesota,2002,3.7
Saint Louis County              ,Minnesota,2002,5.7
Rice County                     ,Minnesota,2002,3.6
Watonwan County                 ,Minnesota,2002,3.5
Yellow Medicine County          ,Minnesota,2002,5.3
Redwood County                  ,Minnesota,2002,4.0
Stevens County                  ,Minnesota,2002,3.4
Nobles County                   ,Minnesota,2002,3.4
Todd County                     ,Minnesota,2002,4.5
Pipestone County                ,Minnesota,2002,3.4
Winona County                   ,Minnesota,2002,3.7
Nicollet County                 ,Minnesota,2002,3.0
Wilkin County                   ,Minnesota,2002,3.9
Wadena County                   ,Minnesota,2002,5.9
McLeod County                   ,Minnesota,2002,3.6
Marshall County                 ,Minnesota,2002,7.0
Wright County                   ,Minnesota,2002,3.8
Mower County                    ,Minnesota,2002,3.4
Wabasha County                  ,Minnesota,2002,3.3
Polk County                     ,Minnesota,2002,4.9
Ramsey County                   ,Minnesota,2002,3.5
Roseau County                   ,Minnesota,2002,3.5
Pope County                     ,Minnesota,2002,3.6
Mille Lacs County               ,Minnesota,2002,5.4
Washington County               ,Minnesota,2002,3.0
Renville County                 ,Minnesota,2002,5.0
Scott County                    ,Minnesota,2002,3.3
Olmsted County,Minnesota,2002,2.8
Sibley County                   ,Minnesota,2002,3.9
Becker County                   ,Minnesota,2001,5.3
Carlton County                  ,Minnesota,2001,5.7
Lac qui Parle County            ,Minnesota,2001,4.0
Douglas County                  ,Minnesota,2001,3.6
Cook County                     ,Minnesota,2001,4.7
Isanti County                   ,Minnesota,2001,4.2
Big Stone County                ,Minnesota,2001,4.3
Kittson County                  ,Minnesota,2001,5.2
Cass County                     ,Minnesota,2001,5.7
Lincoln County                  ,Minnesota,2001,3.5
Cottonwood County               ,Minnesota,2001,3.8
Benton County                   ,Minnesota,2001,4.3
Koochiching County              ,Minnesota,2001,5.6
Blue Earth County               ,Minnesota,2001,3.0
Beltrami County                 ,Minnesota,2001,4.6
Carver County                   ,Minnesota,2001,3.2
Brown County                    ,Minnesota,2001,4.1
Hennepin County                 ,Minnesota,2001,3.5
Aitkin County                   ,Minnesota,2001,6.4
Grant County                    ,Minnesota,2001,5.5
Kanabec County                  ,Minnesota,2001,6.4
Lyon County                     ,Minnesota,2001,3.7
Fillmore County                 ,Minnesota,2001,3.6
Crow Wing County                ,Minnesota,2001,4.4
Dodge County                    ,Minnesota,2001,3.4
Lake of the Woods County        ,Minnesota,2001,4.5
Chisago County                  ,Minnesota,2001,4.5
Itasca County                   ,Minnesota,2001,6.2
Clearwater County               ,Minnesota,2001,9.8
Jackson County                  ,Minnesota,2001,3.3
Faribault County                ,Minnesota,2001,4.3
Dakota County                   ,Minnesota,2001,3.1
Chippewa County                 ,Minnesota,2001,4.9
Clay County                     ,Minnesota,2001,3.3
Le Sueur County                 ,Minnesota,2001,5.0
Hubbard County                  ,Minnesota,2001,5.1
Freeborn County                 ,Minnesota,2001,4.6
Lake County                     ,Minnesota,2001,5.2
Houston County                  ,Minnesota,2001,4.4
Goodhue County                  ,Minnesota,2001,3.4
Kandiyohi County                ,Minnesota,2001,3.5
Anoka County                    ,Minnesota,2001,3.5
Red Lake County                 ,Minnesota,2001,
Norman County                   ,Minnesota,2001,
Martin County                   ,Minnesota,2001,
Swift County                    ,Minnesota,2001,
Pennington County               ,Minnesota,2001,
Otter Tail County               ,Minnesota,2001,
Sherburne County                ,Minnesota,2001,
Stearns County                  ,Minnesota,2001,
Mahnomen County                 ,Minnesota,2001,
Pine County                     ,Minnesota,2001,
Rock County                     ,Minnesota,2001,
Meeker County                   ,Minnesota,2001,
Traverse County                 ,Minnesota,2001,
Murray County                   ,Minnesota,2001,
Morrison County                 ,Minnesota,2001,
Steele County                   ,Minnesota,2001,
Waseca County                   ,Minnesota,2001,
Saint Louis County              ,Minnesota,2001,
Rice County                     ,Minnesota,2001,
Watonwan County                 ,Minnesota,2001,
Yellow Medicine County          ,Minnesota,2001,
Redwood County                  ,Minnesota,2001,
Stevens County                  ,Minnesota,2001,
Nobles County                   ,Minnesota,2001,
Todd County                     ,Minnesota,2001,
